Date,close,High,Low,Open,Volume,MA20,MA50,RSI,EMA12,EMA26,MACD,Signal
2022-01-03,143.80299377441406,144.6554454776026,142.53497035254995,143.86596514809975,28646000,,,,143.80299377441406,143.80299377441406,0.0,0.0
2022-01-04,143.2158203125,145.28421989053714,142.5384203965496,144.20414226489285,28400000,,,,143.71265939565805,143.75949944390192,-0.04684004824386534,-0.009368009648773068
2022-01-05,136.64561462402344,143.3149946024937,136.55933735130031,143.23614798069272,54618000,,,,142.6254217384835,143.2325450127998,-0.6071232743162795,-0.12891906258227437
2022-01-06,136.6183319091797,138.79286404298605,135.43908316933738,135.8754787528965,37348000,,,,141.70125407243677,142.74260330142053,-1.041349228983762,-0.3114050958625719
2022-01-07,135.8938446044922,137.31361360301065,134.6535916733449,137.01308839091683,29760000,,,,140.80780646198374,142.2352878423888,-1.4274813804050552,-0.5346203527710687
2022-01-10,137.53277587890625,137.68155536055949,132.07291243739996,133.97072480010584,44408000,,,,140.30395560304876,141.88695362287157,-1.58299801982281,-0.744295886181417
2022-01-11,138.5905303955078,139.06660657340043,135.57199131832226,136.8757148384734,28730000,,,,140.04035172496555,141.64277412454834,-1.6024223995827924,-0.915921188861692
2022-01-12,140.27113342285156,141.4389864287953,139.54117421787691,139.99293049410736,26108000,,,,140.0758566015634,141.54117110960786,-1.4653145080444574,-1.025799852698245
2022-01-13,137.45098876953125,141.67904485341882,137.27443890098434,140.37977039221903,31436000,,,,139.67203078125075,141.23819463997256,-1.5661638587218079,-1.1338726539029578
2022-01-14,138.337158203125,139.5883225969847,135.8755088296192,135.95533915327124,29662000,,,,139.4666657692314,141.02330305205794,-1.5566372828265287,-1.218425579687672
2022-01-18,134.88319396972656,136.00740156008052,134.32828625328975,135.0587449968263,34872000,,,,138.76151626161527,140.56848015707044,-1.8069638954551692,-1.3361332428411714
2022-01-19,134.00892639160156,136.82862410530518,133.90875636510398,135.40439065709728,28648000,,,,138.03034858930548,140.08258728555424,-2.0522386962487644,-1.4793543335226902
2022-01-20,132.21473693847656,136.49784887181025,131.8745463034307,135.1331212999803,29908000,,,,137.13563910456259,139.49978355614107,-2.3641444515784826,-1.6563123571338487
2022-01-21,129.28298950195312,133.7599798995472,129.02016235439484,131.5066158303364,55652000,,,21.014392543291862,135.92753916569959,138.74298399657158,-2.8154448308719964,-1.8881388518814783
2022-01-24,129.73178100585938,130.1275124017033,123.47945498392453,124.9453364502994,76622000,,,22.404746700405227,134.97434560264725,138.07548747874105,-3.1011418760938056,-2.130739456723944
2022-01-25,125.8944854736328,128.33829204225916,125.46355309123716,127.68469738972522,46960000,,,19.871574038145596,133.57744404433734,137.17319103391821,-3.5957469895808742,-2.42374096329533
2022-01-26,128.1736297607422,131.9097485375021,126.09976709115335,130.04417107706672,49130000,,,32.67825900311233,132.74608800070732,136.5065568655348,-3.7604688648274873,-2.6910865436017617
2022-01-27,127.947509765625,131.56510157140477,127.87559438564548,130.2276601350221,31950000,,,32.41470100557099,132.00784519531004,135.8725533766526,-3.8647081813425643,-2.925810871149922
2022-01-28,132.2578887939453,132.26335206297418,127.43177919070502,128.59615164447928,34362000,,,43.56228764837598,132.04631344125391,135.60480044460022,-3.5584870033463005,-3.052346097589198
2022-01-31,134.1943817138672,134.36250208787934,131.12574979400958,133.06224407236246,39986000,134.84743576049806,,44.15077491504943,132.37678548319442,135.50032498306444,-3.12353949987002,-3.0665847780453626
2022-02-01,136.5157012939453,136.6634819687619,133.26705377749363,136.46660753981268,68644000,134.48307113647462,,46.51881655738259,133.01354176177148,135.5755380431297,-2.5619962813582333,-2.965667078707937
2022-02-02,146.7867889404297,150.30421054385434,144.32960458845056,150.01014748135128,123200000,134.6616195678711,,58.485890302066764,135.13250286618043,136.40600107255935,-1.2734982063789175,-2.627233304242133
2022-02-03,141.91705322265625,148.4480810526987,141.49603343553346,144.51112229924576,71518000,134.92519149780273,,55.52174415033343,136.17627984409978,136.8142271577517,-0.6379473136519209,-2.2293761061240907
2022-02-04,142.11839294433594,143.68742564570832,139.36316498296367,142.26865554288074,57998000,135.20019454956054,,54.75556729167921,137.09045109028995,137.20712832712832,-0.11667723683837039,-1.8068363322669467
2022-02-07,138.05995178222656,143.06756034988416,137.76140907718417,143.06756034988416,54974000,135.30849990844726,,53.935493237194216,137.23960504289556,137.27030043491337,-0.03069539201780458,-1.4516081442171183
2022-02-08,138.25633239746094,138.85240387304552,135.89088796533107,137.8868882442639,54284000,135.344677734375,,55.35174169335892,137.39602463590563,137.34333983954653,0.05268479635910239,-1.1507495561018741
2022-02-09,140.4313201904297,141.3561864794341,139.03783863725857,139.80797789700927,40144000,135.43671722412108,,60.25451080254084,137.86299318275547,137.57207912479714,0.29091405795833225,-0.8624168332898329
2022-02-10,137.4836883544922,140.3247091861647,136.8261287196153,138.55831786227063,39330000,135.29734497070314,,60.230630386423336,137.80463859379188,137.56553166033012,0.2391069334617555,-0.6421120799395152
2022-02-11,133.18174743652344,138.01578678020195,132.30647428852177,137.46386044180338,39958000,135.08388290405273,,53.92645807942421,137.09342456959675,137.2408069030111,-0.14738233341435603,-0.5431661306344834
2022-02-14,134.41505432128906,135.18271167288583,132.16415735662878,132.16415735662878,34302000,134.88777770996094,,60.30839300983722,136.68136760831865,137.03149189695762,-0.35012428863896616,-0.50455776223538
2022-02-15,135.48870849609375,136.97641281123626,134.70815708961888,136.4428132990332,26680000,134.9180534362793,,59.11585863260884,136.49788159105327,136.9172116450418,-0.4193300539885172,-0.48751222058600746
2022-02-16,136.6089630126953,136.95410245311123,133.81801894262327,135.52640317794692,25022000,135.04805526733398,,60.558382224980065,136.51497104053666,136.8943784130161,-0.37940737247944867,-0.4658912509646957
2022-02-17,131.45254516601562,135.98954027468156,131.39254001045597,135.12617731893766,38950000,135.00994567871095,,49.03811982578668,135.73613629061035,136.49127965397903,-0.7551433633686884,-0.5237416734454943
2022-02-18,129.3340606689453,132.97100892915242,129.12925617493363,132.37293985364457,45620000,135.01249923706055,,44.22009392261183,134.75120157958497,135.9611152847173,-1.2099137051323225,-0.66097607978286
